gene,full_log2FoldChange,full_pvalue,full_padj,eligible_fold_count,estimable_fold_count,direction_consistency_fraction,median_lodo_log2FoldChange,minimum_lodo_log2FoldChange,maximum_lodo_log2FoldChange,lodo_log2FoldChange_iqr,nominal_significant_fold_fraction,fdr_significant_fold_fraction,largest_effect_change_omitted_datasets,conserved,exclusion_reason
AC008555.1,-1.15484791434718,0.000137873477123,0.0003407939479575,10,8,1.0,-1.163340447692345,-1.66384798496536,-0.821919086450694,0.05562465497261271,1.0,1.0,DISCO_ref,True,
AC008555.5,6.68900106735851,7.12285814456384e-17,1.05787633924818e-15,10,10,1.0,6.701295077834975,5.80308765645857,6.88821645804832,0.2619346715388531,1.0,1.0,DISCO_ref,True,
AC008569.1,3.0985041521611,2.34901734465198e-11,1.58825258335548e-10,10,10,1.0,3.13248170763848,0.361221936583607,3.36359854921757,0.5289044809464274,0.9,0.9,GSE194122_BMMC,True,
AC008676.1,-3.27875030674851,2.3258840019549204e-31,1.61664444029213e-29,10,9,1.0,-3.28162606252801,-4.12425780908118,-2.92830183014931,0.06095353962494032,1.0,1.0,DISCO_ref,True,
AC008735.2,-0.530730203738636,0.0085187962519537,0.0152396996779117,10,10,1.0,-0.5386589942861431,-1.25593168997442,-0.0883837569891239,0.40493074734557266,0.6,0.6,GSE194122_BMMC,True,
AC008736.1,-0.868146867041509,0.0011215607796449,0.0023728475423251,10,9,1.0,-0.807205641439538,-2.58075868686114,-0.498671717727656,0.11515556556018791,0.8888888888888888,0.8888888888888888,DISCO_ref,True,
AC008750.2,-0.5660941211109,0.0790507153153417,0.112286479274898,10,9,1.0,-0.566765303403919,-1.01800068048745,-0.250611609372679,0.11877079244995592,0.2222222222222222,0.1111111111111111,DISCO_ref,False,not_significant_in_full_unadjusted_analysis
AC008750.7,2.31703005033307,8.09119054554899e-09,3.97543603335974e-08,10,10,1.0,2.424124434494035,1.16693671141054,2.6577937399979,0.20489198270565723,1.0,1.0,GSE194122_BMMC,True,
AC008763.1,0.305157825693258,0.360054946751167,0.423689371338224,10,8,0.75,0.378456570779878,-1.25987561163111,0.70308685960101,0.6564174965817732,0.125,0.0,MMRF_ImmuneAtlas,False,not_significant_in_full_unadjusted_analysis;direction_unstable;omitted_dataset_direction_reversal
AC008764.8,-1.24735151842733,1.55362289379993e-17,2.56298612195538e-16,10,10,1.0,-1.264959440379265,-1.93411421901192,-0.528583083351704,0.2032185599515275,0.9,0.9,MMRF_ImmuneAtlas,True,
AC008771.1,-1.44126444422023,5.08189709162964e-10,2.91761338531556e-09,10,10,0.9,-1.28681175241345,-4.36993808324537,1.20078354922965,0.3028744696004899,0.9,0.9,GSE194122_BMMC,False,omitted_dataset_direction_reversal
AC008781.2,-1.71875024546604,2.20364582506044e-08,1.01660227310089e-07,10,9,1.0,-1.70288553359687,-2.47217026313506,-1.40748346555037,0.03235682011632002,1.0,1.0,DISCO_ref,True,
AC008875.1,-1.16828524705112,9.72373554457652e-05,0.0002470264785276,10,9,1.0,-1.17123506968919,-1.71590754151696,-0.828177139366782,0.15237349933296018,1.0,1.0,DISCO_ref,True,
AC008892.1,1.60399913343472,0.0008797097706006,0.0019005085097973,10,10,1.0,1.775201589410915,0.0396022646065275,2.19573215455257,0.28292277291989,0.8,0.8,GSE194122_BMMC,True,
AC008897.2,-0.473787447057587,0.328689531456391,0.392995075110588,10,9,1.0,-0.457936049969378,-1.26206244070171,-0.258162065129192,0.09631642207080199,0.1111111111111111,0.0,DISCO_ref,False,not_significant_in_full_unadjusted_analysis
AC008906.1,-1.66553000359245,1.64064176831891e-14,1.83140589684078e-13,10,10,0.9,-1.672539060139795,-2.21626782910131,0.50922336104403,0.30828603499632257,0.9,0.9,MMRF_ImmuneAtlas,False,omitted_dataset_direction_reversal
