gene,full_log2FoldChange,full_pvalue,full_padj,eligible_fold_count,estimable_fold_count,direction_consistency_fraction,median_lodo_log2FoldChange,minimum_lodo_log2FoldChange,maximum_lodo_log2FoldChange,lodo_log2FoldChange_iqr,nominal_significant_fold_fraction,fdr_significant_fold_fraction,largest_effect_change_omitted_datasets,conserved,exclusion_reason
AC126283.1,-1.637332745758,6.27343504683532e-10,3.5547192281687503e-09,10,9,1.0,-1.63947221346618,-2.28284431739843,-1.20914208484241,0.11992203882854002,1.0,1.0,DISCO_ref,True,
AC126614.1,-1.72820888317895,3.51092767449153e-10,2.05414881785907e-09,10,9,1.0,-1.73418735765277,-2.11041319349879,-1.33830213599519,0.18746425104541986,1.0,1.0,NBM_66k,True,
AC127024.5,-1.3427666428847,3.53897514350342e-06,1.14445889721361e-05,10,9,1.0,-1.31151191792487,-2.32795809085188,-0.999323613646453,0.050093492900250114,1.0,1.0,DISCO_ref,True,
AC127164.1,-2.59340123136497,7.00701946231592e-17,1.04964346140957e-15,10,9,1.0,-2.57245599486044,-3.41818024706277,-2.29563518902804,0.08014018200401996,1.0,1.0,DISCO_ref,True,
AC130324.2,2.51809690494038,4.16697987451131e-06,1.33103346114139e-05,10,8,1.0,2.593457454495625,0.902106299028939,2.77146486138941,0.24806280675529768,0.875,0.875,MMRF_ImmuneAtlas,True,
AC130650.2,-1.21849925858121,4.14021850208255e-05,0.0001116177120888,10,8,1.0,-1.2170902232476202,-1.70104455623164,-0.870672192544032,0.1057955725884101,1.0,1.0,DISCO_ref,True,
AC132872.1,-1.77776959872926,1.11025650996058e-13,1.08182564232234e-12,10,10,1.0,-1.74449414588749,-2.5985396004585,-1.20458209002041,0.15316560657586997,1.0,0.9,DISCO_ref,True,
AC135050.1,-0.961153310885075,0.0002273930071887,0.0005407845558736,10,9,1.0,-0.966515175992916,-2.18848946886445,-0.578517718213405,0.17804027196000705,1.0,1.0,DISCO_ref,True,
AC136475.3,-0.933389427298194,2.7501101463774e-05,7.62570435801351e-05,10,10,1.0,-0.9128869651917606,-1.35830514726588,-0.618560296339804,0.29212575315795464,0.9,0.9,inhouse_NBM,True,
AC137932.1,-1.47344507895309,5.01517466397396e-07,1.88087090095656e-06,10,9,1.0,-1.47788475219953,-1.96795175772657,-1.12814297049148,0.00798568241421993,1.0,1.0,DISCO_ref,True,
AC138028.1,-2.49391066712539,8.82093674468308e-18,1.52263388245142e-16,10,9,1.0,-2.45569857043661,-3.5452273469118,-2.15666013609072,0.07348060024455005,1.0,1.0,DISCO_ref,True,
AC145207.2,-1.133719050545,4.25503473996202e-06,1.35335546671275e-05,10,10,1.0,-1.13966397334539,-1.84503419533946,-0.745197254177696,0.4516644267815999,1.0,1.0,MMRF_ImmuneAtlas,True,
AC159540.2,-3.17651951106763,7.60920076031682e-35,7.08335063634493e-33,10,9,1.0,-3.14236815162611,-4.11700042461501,-2.76010159518667,0.11139048471141999,1.0,1.0,GSE194122_BMMC,True,
AC211486.2,-1.16389104412262,0.0266467263932351,0.0427019319667798,10,9,1.0,-1.16756041534065,-1.79259449838385,-0.924446511042372,0.09296747395470994,0.6666666666666666,0.4444444444444444,DISCO_ref,True,
AC211486.5,-2.01014488764037,3.46673743891742e-10,2.03285739809635e-09,10,9,1.0,-1.98806824760219,-2.85222184380636,-1.71479071071358,0.08549168537275031,1.0,1.0,DISCO_ref,True,
AC231533.1,2.08770704976316,0.0041070066742651,0.0077995722378667,10,7,1.0,2.18530424567661,1.33530954553959,2.31299028402999,0.15771008152563004,0.8571428571428571,0.8571428571428571,MMRF_ImmuneAtlas,True,
AC239799.2,-3.11544737861369,1.64704201948323e-39,2.76968711211809e-37,10,10,1.0,-2.981082848623265,-5.81933065929835,-1.70831469598782,0.3107240180516073,1.0,0.9,GSE194122_BMMC,True,
AC239800.2,-1.5435828381579,2.71071694696644e-09,1.41027619206946e-08,10,9,1.0,-1.4868363847907,-3.1975006143967,-1.15214135520962,0.13689550826481,1.0,1.0,DISCO_ref,True,
AC243960.1,-0.359925209098593,0.0157335012236208,0.0265261131561239,10,10,1.0,-0.352620419292827,-1.37773042289677,-0.160838560001813,0.17146933975590273,0.6,0.6,DISCO_ref,True,
AC243965.1,-2.66997258439872,1.6601079308840399e-22,4.8893461263833505e-21,10,9,1.0,-2.67774961734532,-3.03103722164579,-2.27715907009516,0.1722782592173,1.0,1.0,NBM_66k,True,
AC244034.2,-1.72222524051324,2.2762035716617604e-09,1.20221370000737e-08,10,9,1.0,-1.71192591970391,-2.5412121846738,-1.37200129543451,0.05723814455917009,1.0,1.0,DISCO_ref,True,
AC244131.2,3.92040034258227,0.0001048064100257,0.0002645790873918,10,9,1.0,4.04625989051319,3.43874040957883,4.38608904029754,0.22409671164240974,1.0,0.8888888888888888,MMRF_ImmuneAtlas,True,
AC245060.5,-1.56800837447018,2.53261167650055e-18,4.6001758430652804e-17,10,10,1.0,-1.575339868004605,-2.07767509274194,-0.305252936017011,0.23970231283640753,0.9,0.9,MMRF_ImmuneAtlas,True,
ACER2,1.70809078284351,2.5038184778322e-09,1.31444166414293e-08,10,10,1.0,1.769352549248625,0.415769559052313,2.16977401238268,0.148074599892825,0.9,0.8,GSE194122_BMMC,True,
ACP5,0.619319991163531,8.57705793792417e-06,2.57410495281512e-05,10,10,1.0,0.6229965651028291,0.279082633521369,0.741314891851151,0.09379658264928603,0.9,0.9,MMRF_ImmuneAtlas,True,
ACP6,0.580519066881421,6.1245829474023e-05,0.000160977300292,10,10,1.0,0.5876438069894825,0.488059802746758,0.818245824547406,0.10863088754763706,1.0,1.0,MMRF_ImmuneAtlas,True,
ACSM3,1.49520829052433,7.089490815846541e-14,7.09357305623954e-13,10,10,1.0,1.5383949331132252,0.82268418492797,1.82372673840511,0.31147078630594494,1.0,0.9,MMRF_ImmuneAtlas,True,
ACTA2,0.630535553399036,0.0040028816411413,0.0076240489569857,10,10,1.0,0.6584270232691745,0.343174516919144,1.65164494188107,0.11117315430850294,0.9,0.9,MMRF_ImmuneAtlas,True,
ACTA2-AS1,-1.29414090128981,1.31832095734495e-05,3.83077321663279e-05,10,9,1.0,-1.30513107180689,-1.47557903927483,-1.13970268614741,0.04237802798312007,1.0,1.0,DISCO_ref,True,
ACTB,0.863758061979343,8.79535601362805e-24,2.93911480122071e-22,10,10,1.0,0.8587343046967766,0.731724656677911,0.999690373962175,0.0578690232200888,1.0,1.0,GSE194122_BMMC,True,
ADA,0.358211703195164,4.54956574561595e-05,0.0001218124613862,10,10,1.0,0.37398182364903354,0.0859216105178443,0.460875287532916,0.08753659529199997,0.9,0.9,MMRF_ImmuneAtlas,True,
ADAM19,1.12640504703537,3.10594010762519e-08,1.39700308723469e-07,10,10,1.0,1.181390603667365,0.0231425260211105,1.44998021113325,0.24559611076285592,0.9,0.9,MMRF_ImmuneAtlas,True,
ADAM20,-0.910791352127298,0.0097332356687507,0.0172348361213307,10,7,1.0,-0.94483302616368,-0.996315643978224,-0.906823481661181,0.05633120436050998,1.0,1.0,DISCO_ref,True,
ADAM28,2.19745240382712,1.95651868514287e-10,1.1901204090606502e-09,10,10,1.0,2.295514181481705,0.326040270436348,2.52736824355747,0.24713533271811272,0.9,0.9,MMRF_ImmuneAtlas,True,
ADAM8,0.492278090137597,5.170561348796039e-11,3.36506071301794e-10,10,10,1.0,0.48240077194258346,0.133368674902787,0.553419715880488,0.06810957978710253,0.9,0.9,MMRF_ImmuneAtlas,True,
ADAMTS1,-1.14566037839988,1.98444039871214e-05,5.62527884637651e-05,10,10,1.0,-1.1504171411243052,-1.46717777156771,-0.266231284533385,0.09626564321940512,0.9,0.9,MMRF_ImmuneAtlas,True,
ADAMTS17,1.33690669226459,1.08175427314193e-05,3.18418126814731e-05,10,10,1.0,1.3776738826697,0.70436259446083,1.70067265947649,0.35444611737498266,0.9,0.9,MMRF_ImmuneAtlas,True,
ADAMTSL5,0.556318603860462,0.0030756661730628,0.0060072865343487,10,10,1.0,0.5514556466898131,0.283011766810816,0.725545737932034,0.18876260822666924,0.8,0.7,MMRF_ImmuneAtlas,True,
ADARB2,1.47801491872174,0.0062912886015395,0.01157659282733,10,8,1.0,1.52826067540896,1.12057825556165,1.68121241895478,0.10560358874896991,0.875,0.875,GSE194122_BMMC,True,
ADCY9,0.957937311224151,5.6593308937421295e-12,4.2206140127435894e-11,10,10,1.0,1.0377496691956996,0.221857385650091,1.33753987078217,0.14549391922986565,0.9,0.9,GSE194122_BMMC,True,
ADD2,3.15431694255878,8.75148645832106e-13,7.3701936845279e-12,10,9,1.0,3.15846220921375,0.308624685101055,3.40373173549461,0.42213189642863025,0.7777777777777778,0.7777777777777778,GSE194122_BMMC,True,
ADGRE1,1.64827480739807,3.97048505046035e-06,1.27294825141758e-05,10,9,1.0,1.70710607945581,1.02043262462934,1.92668837975946,0.14076466485954997,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
ADGRE2,1.0057547096421,0.0002794931366296,0.0006530693506277,10,10,1.0,1.0042609549987551,0.0947161188768648,1.48320277912188,0.10633476843335465,0.8,0.8,NBM_66k,True,
ADGRE3,1.05758160423679,0.0022210169291648,0.0044867996412432,10,10,1.0,1.076258604761645,0.790871080506063,1.38156914368658,0.1136451734212125,0.9,0.8,MMRF_ImmuneAtlas,True,
ADGRG3,2.58388427221311,9.944915559168779e-12,7.15073721516508e-11,10,10,1.0,2.584002808374385,0.312209222029337,3.23757917370714,0.30765553220651487,0.9,0.9,MMRF_ImmuneAtlas,True,
ADGRG5,0.740714297418675,3.07306143439972e-13,2.78122730165377e-12,10,10,1.0,0.7596035894851445,0.502636597471752,0.883778523231922,0.10813714950942299,1.0,1.0,GSE194122_BMMC,True,
ADGRV1,1.5201493558934,4.82479377157332e-05,0.0001288593496725,10,7,1.0,1.60607908123904,1.16929929394514,1.62697155764358,0.13413075955655485,1.0,1.0,GSE194122_BMMC,True,
ADHFE1,0.896948105233788,8.667052918698119e-18,1.50104142409214e-16,10,10,1.0,0.8833290621493575,0.0706049106023719,1.02556148749115,0.080502249658852,0.9,0.9,MMRF_ImmuneAtlas,True,
ADORA2A,-1.04052240637648,3.24919463938511e-10,1.9117439791325702e-09,10,10,1.0,-1.020507520605375,-1.86038152126749,-0.584493970361778,0.17182946460884851,0.9,0.9,NBM_66k,True,
ADORA2A-AS1,1.09462893401761,0.0001260385504521,0.0003136224169484,10,10,1.0,1.158274431238455,0.0550932544550419,1.81266521910439,0.22483330355893494,0.9,0.9,GSE120221_RAW_10x,True,
ADTRP,1.91980644596981,2.33851605846575e-07,9.20746541750902e-07,10,10,1.0,1.934579993531075,0.86761549357119,2.37127663918876,0.1790442654683373,0.9,0.9,MMRF_ImmuneAtlas,True,
AEBP1,1.95735829981796,3.27984346562804e-05,8.94705598446834e-05,10,9,1.0,2.02040497862487,0.590315316834763,2.43933960255527,0.12633807742889003,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
AES,6.23583533401699,2.4623262605644e-06,8.14990907702997e-06,10,10,1.0,6.200740527954255,3.11351572646762,11.8240198000356,0.36510709054710944,1.0,1.0,GSE124310_MM_immune_RAW,True,
AF131216.1,-2.10077064995226,3.2500771978531003e-15,3.93100984510632e-14,10,9,1.0,-2.11506742819858,-2.73115133275197,-1.70075120972139,0.13390565881360983,1.0,1.0,DISCO_ref,True,
AF165147.1,1.59886768826428,1.9591486389630998e-13,1.84018772160624e-12,10,10,1.0,1.65722574211485,0.503352037048214,1.94432036656636,0.2289478293677476,1.0,1.0,GSE194122_BMMC,True,
AFF1,0.404310861518032,3.49426653418075e-06,1.13070213796923e-05,10,10,1.0,0.41118243666749,0.0144029700725877,0.650637849433236,0.1279338435168682,0.9,0.9,GSE194122_BMMC,True,
AFF3,3.03812725978921,1.07948245259054e-14,1.23677846711087e-13,10,10,1.0,3.0788645078676646,1.65031923378318,3.62384112727911,0.6129796813194548,1.0,1.0,MMRF_ImmuneAtlas,True,
AGAP1,1.12324251472846,5.662680013297931e-15,6.63360694591508e-14,10,10,1.0,1.1589944253712101,0.183633649688036,1.43403982150053,0.136234380024425,0.9,0.9,GSE194122_BMMC,True,
AGAP5,-0.622745224597407,0.0005045114892229,0.00113362861781,10,10,1.0,-0.598280245138345,-0.819062660653983,-0.150972285972361,0.0565027011662631,0.9,0.9,MMRF_ImmuneAtlas,True,
AGAP9,-0.392133374595061,0.0134795016000116,0.0231146848160725,10,10,1.0,-0.387103762079619,-0.991815002774703,-0.23485230957021,0.12861196039766976,0.7,0.6,MMRF_ImmuneAtlas,True,
AGTPBP1,0.738433097818325,1.08848693545914e-16,1.56316319409049e-15,10,10,1.0,0.788982349172479,0.128605595450896,0.935255996337761,0.1006432428709948,0.9,0.9,GSE194122_BMMC,True,
AHNAK,-0.2475424453385,0.0005634275976411,0.0012562652123624,10,10,1.0,-0.2503933440952405,-0.415792053379326,-0.053566662562831,0.12909330754582277,0.8,0.7,MMRF_ImmuneAtlas,True,
AHSP,2.40146770262578,1.87250729386906e-07,7.46282914597816e-07,10,10,1.0,2.430191787408885,1.05675339019628,2.62863323005963,0.7514232699465653,0.9,0.9,MMRF_ImmuneAtlas,True,
AIF1,0.622168949443742,0.0303273612277132,0.0478500405811346,10,10,1.0,0.6264777738939815,0.0513844283450452,1.05288932836333,0.2660678906282987,0.7,0.4,GSE120221_RAW_10x,True,
AIM2,-0.782875858609581,3.32452132327648e-05,9.05945094523801e-05,10,10,1.0,-0.766350042235419,-0.996526737726486,-0.354654219393335,0.1270637891530172,0.9,0.9,MMRF_ImmuneAtlas,True,
AIRN,-0.809925372874187,0.0010830025516348,0.0022996709986446,10,9,1.0,-0.814156152755329,-1.30552008002656,-0.674574902183099,0.067444839800465,1.0,1.0,DISCO_ref,True,
AJM1,-0.509425156589418,9.15500911271818e-05,0.0002336028512217,10,10,1.0,-0.5482301172649735,-0.703979767422958,-0.321050311145889,0.1567352824909597,1.0,0.9,MMRF_ImmuneAtlas,True,
AK5,1.46484314541208,2.6137565194571e-08,1.19000111230828e-07,10,10,1.0,1.507534749503145,0.938296463563729,1.7589880709805,0.14274459706707243,1.0,1.0,GSE194122_BMMC,True,
AKR1C1,1.92909271999062,0.0065515152686607,0.0119919413959018,10,9,1.0,1.97905353720058,1.4501157634382,2.54964789740412,0.058392790320070054,0.8888888888888888,0.8888888888888888,DISCO_ref,True,
AKR1C3,0.536997762967596,0.0040308480938844,0.0076646710054598,10,10,1.0,0.551828113722609,0.201057234159716,0.706470931190291,0.14156133657558367,0.7,0.7,NBM_66k,True,
AL020995.1,2.2743720576892,3.43448255237116e-06,1.11343019561635e-05,10,8,1.0,2.3372198508831747,2.21234113370971,2.5480216581454,0.2236472772700373,0.875,0.875,inhouse_NBM,True,
AL021368.2,-1.22778200628658,1.02394883530004e-13,1.00335437564269e-12,10,10,1.0,-1.21130797072336,-2.20125667704706,-0.148321183327606,0.23267423609949245,0.9,0.9,MMRF_ImmuneAtlas,True,
AL021396.1,-1.81626493021617,2.89118912867159e-10,1.7146494798367501e-09,10,9,1.0,-1.82037686922106,-2.41861132211234,-1.46065443044189,0.03345453767438,1.0,1.0,DISCO_ref,True,
AL021707.3,-1.16981002477366,0.0002767556480748,0.0006475425535981,10,9,1.0,-1.12939591598245,-1.56247870036944,-0.848218251365662,0.0805097871150402,1.0,1.0,inhouse_NBM,True,
AL021707.5,-0.637542853220211,0.0261327947502879,0.0420074804296178,10,9,1.0,-0.635802012777364,-1.17671099496522,-0.293887849630146,0.18334979696170794,0.6666666666666666,0.6666666666666666,DISCO_ref,True,
AL022069.1,-1.81090679380956,4.17341518507756e-10,2.414651871233e-09,10,9,1.0,-1.79540359862902,-2.64983770959808,-1.46209637086788,0.06085777859110997,1.0,1.0,DISCO_ref,True,
AL022323.4,-1.82505678074359,8.682863616435331e-09,4.25411353688697e-08,10,9,1.0,-1.82827842302856,-2.91777738926563,-1.50531960123823,0.15662797636250003,1.0,1.0,DISCO_ref,True,
AL022328.2,-0.850496068490644,0.0030009060452431,0.005881098952576,10,9,1.0,-0.836118686253397,-1.86315208944841,-0.491871629503599,0.05668847953796197,0.8888888888888888,0.8888888888888888,DISCO_ref,True,
AL024508.1,1.93922008727287,0.0003417282732281,0.0007858092140884,10,8,1.0,2.0129985756373148,0.992293051339782,2.17415987935834,0.1791469351291073,0.875,0.875,MMRF_ImmuneAtlas,True,
AL031283.1,-1.29382634183309,3.58789059689762e-10,2.0944763361284802e-09,10,10,1.0,-1.22531117479389,-3.80704974771697,-0.395798726592173,0.19811515850159478,0.9,0.9,DISCO_ref,True,
AL031316.1,3.66766928719581,0.0007471372124938,0.0016357943253801,10,9,1.0,3.71142262446719,3.14625572820526,3.87282009230288,0.15952154288719989,1.0,1.0,MMRF_ImmuneAtlas,True,
AL031428.1,4.60439618541732,0.0007285518997843,0.0015977875698677,10,10,1.0,4.702500967651865,2.66118056910999,4.91822218941914,0.20948485036691444,0.9,0.9,GSE194122_BMMC,True,
AL031733.2,-1.28004543834907,2.87037590411162e-05,7.92546058693533e-05,10,9,1.0,-1.28453658060475,-1.72736444302786,-0.947460771361669,0.17244893591450006,1.0,1.0,DISCO_ref,True,
AL031772.1,1.62309587228512,2.58127699028601e-10,1.5378510800412501e-09,10,10,1.0,1.756348862181305,0.14813047097462,2.33356414194811,0.2334749283816726,0.9,0.9,GSE194122_BMMC,True,
AL031775.1,-1.26935839795386,1.54667971776592e-06,5.32200750410147e-06,10,9,1.0,-1.25333808502973,-2.27961225867856,-0.859265341742915,0.09245985842799986,1.0,1.0,DISCO_ref,True,
AL031777.3,4.92431042021026,1.17710214393755e-08,5.650307068459e-08,10,10,1.0,4.935808332082001,4.33251239942926,5.12396022019321,0.31027079688782955,1.0,0.9,DISCO_ref,True,
AL033527.5,2.90969789628441,0.0212457683936304,0.0347955358579941,10,9,1.0,2.96600756539771,2.43636032926561,3.11693753309147,0.11992607986068027,1.0,0.8888888888888888,MMRF_ImmuneAtlas,True,
AL034550.2,-1.10426495008116,0.0001068387829072,0.0002690582489351,10,8,1.0,-1.0946639717076,-1.88696490618916,-0.731206785556466,0.09110820200195735,1.0,1.0,DISCO_ref,True,
AL035071.2,3.44719796936506,0.0012020281781551,0.0025287219098962,10,9,1.0,3.5699571150756,3.04315441315872,3.72173628166459,0.18885856624694997,1.0,0.8888888888888888,MMRF_ImmuneAtlas,True,
AL035681.1,-1.56427362478513,5.2719780023965e-09,2.64902762531669e-08,10,9,1.0,-1.5732590992748,-2.04176328256568,-1.20905589899041,0.23273216039164013,1.0,1.0,GSE194122_BMMC,True,
AL049557.1,-3.64125149479696,2.89237645651783e-35,2.79221453107916e-33,10,9,1.0,-3.66138857484908,-3.89111528216086,-3.32839245070617,0.0757765680476501,1.0,1.0,NBM_66k,True,
AL049869.3,2.55935014089673,2.07951778485724e-12,1.65000398972006e-11,10,10,1.0,2.654209358861725,0.883024760134675,2.94943366735431,0.23482471576758002,0.9,0.9,MMRF_ImmuneAtlas,True,
AL078644.2,-2.53790264904373,5.147809684939299e-19,1.01883538502784e-17,10,9,1.0,-2.55314640143763,-2.97593860641745,-2.18997084151119,0.044473142416310285,1.0,1.0,DISCO_ref,True,
AL080317.1,-1.29558318522159,6.67048956690473e-06,2.03829203471714e-05,10,9,1.0,-1.24794965499758,-2.60012738514205,-0.948630788122248,0.12056234619359985,1.0,1.0,DISCO_ref,True,
AL080317.2,-1.81760843935481,2.87928935041288e-13,2.6195000669637597e-12,10,9,1.0,-1.81200339233194,-2.62268777553243,-1.41754519862646,0.28535422739351013,1.0,1.0,GSE194122_BMMC,True,
AL096701.3,-1.46940039520507,2.80530788798721e-07,1.0905346771124e-06,10,8,1.0,-1.48913897528793,-1.85152958622882,-1.10033089114391,0.06449496259550513,1.0,1.0,DISCO_ref,True,
AL096865.1,-1.01202232901012,4.30110187274995e-05,0.0001156350905757,10,10,1.0,-0.94650716169952,-3.14801772101233,-0.0962715010593329,0.19677754629167155,0.9,0.9,DISCO_ref,True,
AL109741.1,-1.5283382491852,2.43686495726397e-12,1.90741396729986e-11,10,10,1.0,-1.523530368637465,-2.40815818181974,-1.17045037251962,0.30886036475733514,1.0,0.9,DISCO_ref,True,
AL109767.1,-0.942717359443304,0.0028638409912401,0.0056294129288592,10,9,1.0,-0.892295283080866,-1.29323062855417,-0.623587644434994,0.12582651393453603,0.8888888888888888,0.8888888888888888,inhouse_NBM,True,
AL117379.1,-0.545917184788867,0.0128987170317436,0.0221990795267346,10,10,1.0,-0.506872922865216,-2.16773237401897,-0.178195698923383,0.14434862825543593,0.6,0.6,DISCO_ref,True,
AL117381.1,2.79905851270838,4.00476706173823e-15,4.79927602134285e-14,10,10,1.0,2.835954191254385,1.95563175039032,3.05356516351748,0.45409536594075517,1.0,1.0,MMRF_ImmuneAtlas,True,
AL121574.1,-1.08170185888288,0.0005780526042633,0.0012861238694088,10,10,1.0,-1.0896155985860099,-2.23861463239151,-0.749722561339819,0.1649845195578883,1.0,1.0,MMRF_ImmuneAtlas,True,
AL122035.1,2.08803273056644,1.09291674441824e-06,3.8757652984029e-06,10,8,1.0,2.161571026430795,0.0970648404410516,2.45343053674821,0.20630269338653529,0.875,0.875,MMRF_ImmuneAtlas,True,
AL132989.2,-1.31427003117523,3.00343926656206e-05,8.24048889294107e-05,10,9,1.0,-1.31642831087467,-1.90850006956317,-1.02014036915221,0.040614742198180176,1.0,1.0,DISCO_ref,True,
AL133351.1,-1.58892598605655,4.00528067360151e-07,1.52963576201353e-06,10,8,1.0,-1.626468523340195,-1.82467948830245,-1.29892144617853,0.06374369988012751,1.0,1.0,NBM_66k,True,
AL133480.1,3.90065366897338,2.98821003101195e-10,1.7681655949676802e-09,10,10,1.0,4.01065221825651,1.89076364361925,4.16998772160894,0.1799790424473402,1.0,1.0,GSE194122_BMMC,True,
AL135818.2,-2.18369932111983,1.3482890400053901e-15,1.73546438655508e-14,10,9,1.0,-2.19375881606725,-2.63676936017816,-1.80354874193406,0.2108072361642499,1.0,1.0,DISCO_ref,True,
AL136018.1,2.81121915306703,0.0020476090293922,0.0041679757400318,10,9,1.0,2.91811092258437,1.61001311268268,3.18052917653022,0.19348084261336007,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
AL136295.5,5.0389524421653,3.01044877259872e-08,1.35756656155338e-07,10,9,1.0,5.10679405211674,4.55442740696234,5.2382099214274,0.16279911218908083,1.0,1.0,MMRF_ImmuneAtlas,True,
AL136962.1,2.44758986007926,1.7966666311882303e-15,2.2678022151051402e-14,10,10,1.0,2.585226039579855,0.0243461717779461,2.74044359858106,0.23890469578361984,0.8,0.8,GSE194122_BMMC,True,
AL137003.1,-1.85836266741181,4.8644279725525404e-14,4.95278574627273e-13,10,10,1.0,-1.85628508703776,-2.6061752779397,-1.48091907328821,0.4400164622070024,1.0,1.0,DISCO_ref,True,
AL137077.2,-2.35793012729448,3.0035404023725802e-15,3.64975667076183e-14,10,9,1.0,-2.3645556543092,-2.6885663976464,-2.02597306068421,0.1469055567840396,1.0,1.0,NBM_66k,True,
AL138787.2,2.85282993438788,0.0004912772033081,0.0011067536995873,10,8,1.0,2.9378615053260653,2.02931068948027,3.092038486688,0.18168565911020185,0.875,0.875,MMRF_ImmuneAtlas,True,
AL138820.1,-1.9439140368014,4.8295885534820695e-12,3.62775866416455e-11,10,9,1.0,-1.95290699594352,-2.357788489377,-1.57081998426669,0.07477226748203991,1.0,1.0,DISCO_ref,True,
AL138963.3,7.00715539782397,2.36245173636297e-08,1.08424354099159e-07,10,10,1.0,7.052793352538795,4.6858603769005,7.66099614156433,0.4300045591574202,1.0,1.0,inhouse_NBM,True,
AL139011.1,-3.34604482778375,9.450647551548211e-44,2.3460107469628997e-41,10,10,1.0,-3.3300122939360053,-4.02260327182512,-2.8546285880877,0.09892554078054783,1.0,1.0,DISCO_ref,True,
AL139021.2,3.09991401044285,0.0035607779610559,0.0068622312425082,10,9,1.0,3.22860047579916,2.55215342735877,3.45406354476949,0.2276286782060799,0.8888888888888888,0.8888888888888888,MMRF_ImmuneAtlas,True,
AL139099.1,-1.20038571567953,4.14096787223795e-05,0.0001116177120888,10,10,1.0,-1.13339552115578,-2.23911226816107,-0.848948239571399,0.3084250292675501,1.0,1.0,inhouse_NBM,True,
AL139384.1,-0.674859412656778,0.0098611471835739,0.0174317260996849,10,9,1.0,-0.682094008851157,-1.38752715544312,-0.319621553867484,0.23528642697074997,0.7777777777777778,0.6666666666666666,DISCO_ref,True,
AL139393.2,3.91384790582815,6.29367528596232e-05,0.0001646208191957,10,9,1.0,3.94360190246155,3.4549145132047,4.11440099455278,0.2991775660488303,1.0,1.0,MMRF_ImmuneAtlas,True,
AL139423.1,-0.673723437519142,0.0246018984886459,0.0397796826368832,10,10,1.0,-0.6787854567360789,-2.03905045977046,-0.349957578769333,0.3338210847767268,0.6,0.5,MMRF_ImmuneAtlas,True,
AL139424.3,-1.28479455109239,1.63207642553364e-05,4.69537218891106e-05,10,9,1.0,-1.25145492393206,-2.24364188135624,-0.942559901854287,0.05350297317582986,1.0,1.0,DISCO_ref,True,
AL158152.1,-1.27749786711797,9.29347103735044e-13,7.80142745856809e-12,10,10,1.0,-1.258510290278785,-2.04003656887583,-0.267247569548938,0.2371603403363749,0.9,0.9,MMRF_ImmuneAtlas,True,
AL158207.2,-1.6959500414817,6.00804407442348e-08,2.58202256883509e-07,10,9,1.0,-1.69750772262202,-2.35175876613966,-1.39456085125628,0.05510495037537,1.0,1.0,DISCO_ref,True,
AL158212.2,-2.0022585114082,1.53909353273253e-13,1.4721641442448998e-12,10,9,1.0,-1.98219300492243,-2.92408044620306,-1.60180373439659,0.034402715818560026,1.0,1.0,DISCO_ref,True,
AL160006.1,-1.25990973999188,7.43170925516333e-07,2.70919582847318e-06,10,9,1.0,-1.24696845919134,-2.60189742701251,-0.834425705105598,0.09440742254335999,1.0,1.0,DISCO_ref,True,
AL161457.2,-0.800513561733973,0.0035793191870656,0.0068928669827016,10,9,1.0,-0.808835272668052,-1.33755090026432,-0.465522204800423,0.142305901768777,0.8888888888888888,0.8888888888888888,DISCO_ref,True,
AL161725.1,2.15630117819802,6.82720041605155e-14,6.84426841709168e-13,10,10,1.0,2.2040653902265,1.04999883984758,2.40047077342081,0.18174691831420997,1.0,1.0,GSE194122_BMMC,True,
AL161729.1,-1.47166564841183,8.26234415789879e-11,5.27192167627006e-10,10,10,1.0,-1.475842108035035,-2.02473927366595,-0.697952116081252,0.3140806283088624,0.9,0.9,MMRF_ImmuneAtlas,True,
AL162231.2,-2.24045948215003,1.14240217009512e-16,1.6360831078862202e-15,10,9,1.0,-2.24416099209918,-3.02624844472463,-1.88649486894864,0.20133128414994017,1.0,1.0,GSE194122_BMMC,True,
AL162274.1,-1.87303957994044,5.20461321457486e-11,3.38299858947366e-10,10,9,1.0,-1.87771857335112,-2.42106449271695,-1.51305879911223,0.03735840072319996,1.0,1.0,DISCO_ref,True,
AL162274.2,-1.71646637946949,2.23013446372856e-10,1.3393653179051801e-09,10,9,1.0,-1.67643643265896,-3.00887705952975,-1.32695433466006,0.10709574258293997,1.0,1.0,DISCO_ref,True,
AL162426.1,-1.170111930259,1.2362380710463e-05,3.6123929732984e-05,10,9,1.0,-1.10628794660992,-2.86734658917872,-0.790258757410397,0.15043966709298995,1.0,1.0,DISCO_ref,True,
AL353719.1,-2.11056424233604,2.18873691955811e-16,3.06136295220365e-15,10,9,1.0,-2.10520730977599,-2.75182347130375,-1.66465546970852,0.12014961483794995,1.0,1.0,DISCO_ref,True,
AL353743.2,-3.15931361693566,1.8534763755706e-28,9.66217234584954e-27,10,9,1.0,-3.19408536283337,-3.35683115894923,-2.82916882815881,0.07226320249528984,1.0,1.0,NBM_66k,True,
