gene,full_log2FoldChange,full_pvalue,full_padj,eligible_fold_count,estimable_fold_count,direction_consistency_fraction,median_lodo_log2FoldChange,minimum_lodo_log2FoldChange,maximum_lodo_log2FoldChange,lodo_log2FoldChange_iqr,nominal_significant_fold_fraction,fdr_significant_fold_fraction,largest_effect_change_omitted_datasets,conserved,exclusion_reason
AC007613.1,-3.03880906773859,3.3806966994614505e-52,1.6021428994811399e-49,10,10,1.0,-3.0469786316537,-3.90982074948124,-1.08274457416019,0.23215574030489483,1.0,0.9,MMRF_ImmuneAtlas,True,
AC007622.2,1.37221180778932,2.19971491272732e-05,6.19843991353921e-05,10,8,1.0,1.47630087118028,0.622281623344671,1.75973962516757,0.17548549700902982,0.875,0.875,MMRF_ImmuneAtlas,True,
AC007773.1,-2.00906577516631,1.1936700758387899e-13,1.1544716336451899e-12,10,9,1.0,-2.01618583338025,-2.41729559577963,-1.61180426605484,0.16938880271449008,1.0,1.0,DISCO_ref,True,
AC007878.1,-1.5938690771699,5.4985960061443896e-11,3.5651966393073e-10,10,9,1.0,-1.587425230786,-2.13262685397749,-1.21030597411956,0.11265857156685999,1.0,1.0,GSE194122_BMMC,True,
AC007952.4,-1.31033603753476,1.48579839745191e-12,1.2064590414200599e-11,10,10,1.0,-1.314120689547385,-1.75689540193725,-0.468200093744926,0.22797150037244496,0.9,0.9,MMRF_ImmuneAtlas,True,
AC008033.3,-1.88969359265502,1.30973075070149e-10,8.14752554105833e-10,10,9,1.0,-1.86220325240232,-3.43598794469134,-1.58109978587029,0.14571316094253994,1.0,1.0,DISCO_ref,True,
AC008040.5,4.64000104840024,4.27454675203933e-07,1.62532547180022e-06,10,10,1.0,4.651213070141675,4.00242042112001,4.83912136086078,0.25916274087683533,1.0,0.9,inhouse_NBM,True,
AC008083.3,-1.11590003646853,1.10117856057681e-05,3.23587589418653e-05,10,10,1.0,-1.0552577775249752,-3.3817755423753,-0.669590936861048,0.22994277925165174,0.9,0.9,GSE194122_BMMC,True,
AC008378.1,-2.83383797416778,9.38220429494744e-22,2.53416740878555e-20,10,9,1.0,-2.841205562202,-3.26324661251591,-2.51529458402346,0.04486825540526018,1.0,1.0,DISCO_ref,True,
AC008429.1,-1.13846193801932,5.08778419714694e-05,0.000135181544443,10,9,1.0,-1.12259537201952,-2.34533959336784,-0.771766358932391,0.09244355376621005,1.0,1.0,DISCO_ref,True,
AC008440.2,-2.09613402019243,8.13245603457851e-08,3.42997518675225e-07,10,9,1.0,-2.10372644494425,-2.72372359844543,-1.86365786227823,0.044639946725430146,1.0,1.0,DISCO_ref,True,
