program_id	feature_set_id	cell_state	contrast	contrast_direction	statistic_orientation	tf	consensus_direction	minimum_adjusted_p_value	median_consensus_activity_score	mean_consensus_activity_score	minimum_absolute_supporting_score	strongest_absolute_activity_score	number_of_significant_supporting_resources	resource_activity_scores	directional_consensus_status	display_activity_score
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM − NDMM	group_a_minus_group_b	condition_a_minus_condition_b	SPI1	increased	0.0061877513123876453	3.7560283814605544	3.7560283814605544	3.4683568177426296	4.0436999451784787	2	"{""CollecTRI"":4.043699945178479,""DoRothEA"":3.4683568177426296}"	True	3.7560283814605544
