program_id	feature_set_id	cell_state	condition_a	condition_b	contrast	contrast_direction	feature_direction	statistic_orientation	signed_statistic_name	source_capability_id	source_cache_key	database	organism	tf	number_of_eligible_genes	total_regulon_target_count	number_of_overlapping_targets	number_of_unique_signed_target_weights	target_weight_variance	model_predictor_weight_variance	degrees_of_freedom	estimable	estimability_status	exclusion_reason	overlapping_target_genes	resource_hash
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ABL1	2395	10	3	1	0	0.0012515631458604758	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CDKN1A;FOXO3;JUN	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ADNP	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ADNP2	2395	1	1	1	0	0.00041753653444676406	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	HBB	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AEBP1	2395	5	2	1	0	0.00083472424973358907	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CD36;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AEBP2	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AHR	2395	193	32	2	0.54435483870967738	0.013282335972150278	2393	True	estimable		ABCC3;ABCC4;APP;AREG;BRCA1;CA3;CAT;CCND1;CD19;CD36;CD40;CDH1;CDKN1A;CDKN2B;CTSG;CYP1B1;EREG;FGF9;FOXP3;HSPB1;IL10;JUN;LTBP1;MYC;PAX5;PCNA;PDLIM7;PTGS2;TF;TFDP2;TNF;TNFSF13B	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AHRR	2395	5	1	1	0	0.00041753653444676406	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	MYC	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AIP	2395	6	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	GREB1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AIRE	2395	23	6	1	0	0.0024999869192815025	2393	True	estimable		CD28;IL2RA;NFKBIA;RAC1;TG;TLR8	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AKNA	2395	2	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CD40	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ALX1	2395	4	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ALX3	2395	2	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ALX4	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ANKRD1	2395	1	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AP1	2395	592	81	2	0.097530864197530848	0.032800512066526788	2393	True	estimable		ABCC3;ACTB;ALAS2;ALK;APP;AQP1;AREG;BGLAP;BRCA1;BTG1;CAMK4;CAT;CCNA2;CCND1;CCR7;CD14;CD244;CD28;CD40;CD69;CD9;CDH1;CDKN1A;CLU;CTNNB1;CXCL12;DACH1;DUSP1;ENPP2;ETS1;FLT1;FN1;FOSL1;GSTP1;HAVCR2;HBA1;HBB;HBEGF;HMBS;HMOX1;HP;ICOS;IGFBP4;IL10;IL18;IL24;IL2RA;IRS2;ITGAX;JUN;KRT18;LARGE1;LGMN;MAP3K8;MAT2A;MYC;NCF2;NLRP2;NLRP3;NOTCH4;ODC1;OPRM1;OSM;PCNA;PDLIM7;PLAUR;PRF1;PRKCE;PTGS2;RBFOX2;RETN;SLC7A11;SLC8A1;SMAD7;SRXN1;TF;TIMP1;TLR4;TNF;VCAM1;VCAN	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	APBB1	2395	2	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CLU	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	APEX1	2395	41	6	1	0	0.0024999869192815025	2393	True	estimable		ACTB;BRCA1;CD19;CDKN1A;TG;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	AR	2395	512	79	2	0.24018175916910087	0.03216880056787759	2393	True	estimable		ABCC3;ABCC4;AKR1C3;APP;AREG;ARG2;BGLAP;BSG;BTG1;CA3;CALM1;CCNB1;CCND1;CCND3;CD24;CDC6;CDH1;CDK6;CDKN1A;CEACAM1;CEBPD;CHRM5;CITED2;CLEC10A;CLU;CTNNB1;CYP1B1;DACH1;ERBB3;FCER1G;FCGR1A;FGF7;FHL2;FKBP5;FN1;GREB1;GSN;GSTP1;HBB;HMMR;HMOX1;HSPB1;IGF1R;IGFBP3;IL18;INPP4B;IRS2;JUN;KLF5;KLKB1;KRT18;MAK;MEF2C;MME;MYC;NDRG1;PDLIM7;PECR;PFKFB2;PMAIP1;PTGS2;PTPRM;RHD;RPL3;RUNX2;SESN1;SGK1;SLC8A1;STEAP4;TBXA2R;TF;TGM2;TMSB4X;TNF;VCAM1;VCAN;VDR;WNT1;ZBTB16	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARHGAP35	2395	4	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARID1A	2395	8	3	1	0	0.0012515631458604758	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CDH1;CDKN1A;IL10	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARID1B	2395	5	1	1	0	0.00041753653444676412	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	IL2RA	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARID3A	2395	7	3	1	0	0.0012515631458604761	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CDC6;CDK1;CDKN1A	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARID3B	2395	6	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARID4A	2395	5	1	1	0	0.00041753653444676406	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	RUNX2	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARID4B	2395	12	2	1	0	0.00083472424973358918	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	IGF1R;PTGS2	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARID5A	2395	4	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARID5B	2395	9	3	1	0	0.0012515631458604758	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	MYB;MYC;RUNX1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARNT	2395	68	14	2	0.5274725274725276	0.0058305122583773286	2393	True	estimable		BRCA1;CCNE1;CDKN1A;CDKN2B;CYP1B1;FLT1;HMOX1;IRS2;JUN;PRDX2;PTGS2;SDC4;TFRC;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARNT2	2395	2	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ARX	2395	27	5	2	0.80000000000000016	0.0020869850339139432	2393	True	estimable		ETS2;MEIS1;PHLDA1;PLPP1;RASGEF1B	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ASCL1	2395	70	12	2	0.33333333333333331	0.0049950903703238616	2393	True	estimable		ACTA2;BUB1;DLL1;EFNA5;HES1;HMOX1;HNMT;HOXA9;LARGE1;PKM;TIMP1;WNT1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ASCL2	2395	10	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ASCL4	2395	3	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ASH1L	2395	4	1	1	0	0.00041753653444676401	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	TIMP1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ASXL1	2395	5	2	2	2	0.00083542188805346695	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CDKN2B;HOXA9	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ATF1	2395	85	15	1	0	0.006226422004907888	2393	True	estimable		CAT;CCNA2;CEBPB;DUSP1;FLT1;FOSL1;IL10;JUN;NPC1;PCNA;PDLIM7;PLAUR;PTGS2;TNF;TOP2A	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ATF2	2395	118	20	1	0	0.0082844550485469074	2393	True	estimable		CCNA2;CCND1;CDKN1A;CEBPB;DUSP1;ENTPD1;FLT1;FN1;FOXP3;HES1;IL18;JUN;MAP3K1;NR4A2;PLD1;PTGS2;RETN;TIMP1;TLE1;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ATF3	2395	109	21	2	0.93333333333333324	0.0087633837551428992	2393	True	estimable		AQP1;CCL3;CCNA2;CCND1;CDKN1A;FN1;GSN;HSPB1;IL10;IRAK3;IRS2;ITGA7;JUN;PLN;PMAIP1;SERPINE2;SLC11A1;SORT1;TLR4;TNF;TREM1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ATF4	2395	127	17	2	0.44117647058823528	0.0070716108294396384	2393	True	estimable		BGLAP;CCNA2;CCND1;CEBPB;CSF1R;CTNNB1;ELANE;HMOX1;IL18;PMAIP1;PRKN;PTGS2;RUNX2;S100A8;SLC38A2;SLC7A11;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ATF5	2395	30	5	1	0	0.0020841944806344326	2393	True	estimable		CCND3;CEBPB;HSPB1;LRP6;WASF1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ATF6	2395	57	5	1	0	0.0020841944806344326	2393	True	estimable		BGLAP;IFRD1;PRKN;TG;WBP1	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ATF6B	2395	4	0	0	0	0	2393	False	not_estimable	fewer_than_minimum_overlapping_targets;zero_variance_signed_weight_predictor		549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	CollecTRI	human	ATF7	2395	8	2	2	2	0.00083542188805346695	2393	False	not_estimable	fewer_than_minimum_overlapping_targets	CCL3;TNF	549994e1222127f5486dc5c0c871f782bbbcbb7fc97d07f9f840021101f66bd8
