program_id	feature_set_id	cell_state	condition_a	condition_b	contrast	contrast_direction	feature_direction	statistic_orientation	signed_statistic_name	tf	source_capability_id	source_cache_key	number_of_estimable_resources	estimable_resources	number_of_significant_supporting_resources	supporting_resources	resource_activity_scores	resource_directions	minimum_adjusted_p_value	median_consensus_activity_score	mean_consensus_activity_score	minimum_absolute_supporting_score	strongest_absolute_activity_score	consensus_direction	directional_consensus_status	consensus_threshold_used	directional_discordance_status	any_resource_discordance_status	resource_discordance_reasons
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	LEF1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.728208554087457,""DoRothEA"":0.44057805645765613}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.45764231802838662					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	KLF2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.7049516708205958}"	"{""CollecTRI"":""not_significant""}"	0.47203071075945868					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	BCL6	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.6966147356077446,""DoRothEA"":-0.07869822726231131}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.47301006874411083					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	PPARA	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.683996609341205,""DoRothEA"":0.7893877134528987}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.47834783911846307					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	IKZF1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.44107354647692204,""DoRothEA"":1.3076133110719934}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.49451123696980032					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ARNT	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.9699238684620962,""DoRothEA"":1.287582844217892}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.49552356119104352					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	MYOD1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.3393149923454077,""DoRothEA"":1.274967292836732}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.49552356119104352					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ONECUT1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":1.2634697187419017}"	"{""DoRothEA"":""not_significant""}"	0.49552356119104352					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	PBX3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":1.2959899107316362}"	"{""DoRothEA"":""not_significant""}"	0.49552356119104352					unresolved	False	2	False	True	inconsistent_target_overlap;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	SIX2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":1.2629742326363633}"	"{""DoRothEA"":""not_significant""}"	0.49552356119104352					unresolved	False	2	False	True	inconsistent_target_overlap;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HMGA1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.6521805301666606}"	"{""CollecTRI"":""not_significant""}"	0.50288581727182713					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	TAF1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.6455440514756698}"	"{""CollecTRI"":""not_significant""}"	0.50288581727182713					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXP2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":-1.1953281515013867}"	"{""DoRothEA"":""not_significant""}"	0.50426491952229202					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	NR4A1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.502836862647737,""DoRothEA"":1.1995017411714726}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.50426491952229202					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	PBX2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":1.187578473949962}"	"{""DoRothEA"":""not_significant""}"	0.50426491952229202					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	THAP11	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":-1.2282220174591014}"	"{""DoRothEA"":""not_significant""}"	0.50426491952229202					unresolved	False	2	False	True	inconsistent_target_overlap;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ZNF263	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":-1.197658471141755}"	"{""DoRothEA"":""not_significant""}"	0.50426491952229202					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CREM	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.903278752934459,""DoRothEA"":1.1775939165124754}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.50432097808874765					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	NFE2L1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":1.1719556894073064}"	"{""DoRothEA"":""not_significant""}"	0.50432097808874765					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	TP73	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.3329705617653038,""DoRothEA"":1.1369750311351035}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.51615264736376232					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ZNF384	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.3893924319382922,""DoRothEA"":1.1496116793265496}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.51615264736376232					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	FOXP3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.6192116502758502}"	"{""CollecTRI"":""not_significant""}"	0.52040001695877125					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	MSX1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":-1.6034092507490636}"	"{""CollecTRI"":""not_significant""}"	0.52040001695877125					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	NKX2-1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.5944854536372688}"	"{""CollecTRI"":""not_significant""}"	0.52040001695877125					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	PITX3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.6145067423893023}"	"{""CollecTRI"":""not_significant""}"	0.52040001695877125					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	TP53	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.5939489231952115,""DoRothEA"":-0.17306028455915257}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.52040001695877125					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	MEIS1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.9811688571053417,""DoRothEA"":1.099651610346925}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.53337244611684986					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HNF4A	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.7966266719097544,""DoRothEA"":1.076417257327983}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.53714614516097947					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	NFATC1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.3191220920674946,""DoRothEA"":1.0729488310942707}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.53714614516097947					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	IRF4	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":-0.14012021326185473,""DoRothEA"":1.0646086213533235}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.5380133226706324					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HHEX	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.569006280708617}"	"{""CollecTRI"":""not_significant""}"	0.53970689816643969					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	AIRE	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.5607989397600674}"	"{""CollecTRI"":""not_significant""}"	0.54128762881385362					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	KLF5	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.5496782468137626,""DoRothEA"":0.8168365220197583}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.54463366422392845					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	MAF	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.5339631328754928,""DoRothEA"":0.466237292157788}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.54463366422392845					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	NFYA	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.5313819904686279}"	"{""CollecTRI"":""not_significant""}"	0.54463366422392845					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	PURA	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.537352537125892}"	"{""CollecTRI"":""not_significant""}"	0.54463366422392845					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	SNAI2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.23910028792707752,""DoRothEA"":-1.049270246598847}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.54486401157940667					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	POU5F1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.9596282664551834,""DoRothEA"":1.0418391881708828}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.54502709990163478					unresolved	False	2	False	True	inconsistent_target_overlap
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	ZKSCAN1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	DoRothEA	0		"{""DoRothEA"":1.0303998654967135}"	"{""DoRothEA"":""not_significant""}"	0.54863348956635005					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	HDAC1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":-1.5187657948972042}"	"{""CollecTRI"":""not_significant""}"	0.55127645862835128					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	TCF3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.4953650562576515}"	"{""CollecTRI"":""not_significant""}"	0.56057083948474529					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	KCNIP3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.4706067879871927}"	"{""CollecTRI"":""not_significant""}"	0.56701355590463731					unresolved	False	2	False	False	
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	NCOA3	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.4762655821195045}"	"{""CollecTRI"":""not_significant""}"	0.56701355590463731					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	PPARG	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":1.4667247104707772,""DoRothEA"":0.7572571252187656}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.56701355590463731					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	WT1	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	2	CollecTRI;DoRothEA	0		"{""CollecTRI"":0.9765127655257986,""DoRothEA"":-0.9796561414613721}"	"{""CollecTRI"":""not_significant"",""DoRothEA"":""not_significant""}"	0.58057115716323104					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CDX2	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.4339744427489294}"	"{""CollecTRI"":""not_significant""}"	0.58436642238583247					unresolved	False	2	False	True	inconsistent_target_overlap;major_regulon_coverage_difference;resource_estimability_difference
GZMB CD8 T cell:NBM-NDMM	exploratory_lodo_conserved_features	GZMB CD8 T cell	NBM	NDMM	NBM − NDMM	group_a_minus_group_b	signed_statistic	condition_a_minus_condition_b	full_unadjusted_DESeq2_log2FoldChange	CEBPE	CAP-DESEQ-003	2564b7e31a39edfe2f0805880813067806936b0c00ec9e8f96eda914cd590f04	1	CollecTRI	0		"{""CollecTRI"":1.440752604928345}"	"{""CollecTRI"":""not_significant""}"	0.58436642238583247					unresolved	False	2	False	False	
